fold,acc,f1,prec,rec
1,0.9161184210526315,0.9156434636608171,0.9216699105440596,0.9161184210526316
2,0.8634868421052632,0.8647443322624095,0.8814524788202395,0.8634868421052632
3,0.868421052631579,0.8690824018758534,0.8778883445092833,0.868421052631579
4,0.7384868421052632,0.7412871914253469,0.7848804712519427,0.7384868421052632
5,0.9292763157894737,0.9294984161731659,0.9306996560793757,0.9292763157894737
