loss,accuracy,val_loss,val_accuracy,lr
1.9059847593307495,0.2615131437778473,2.1657679080963135,0.1315789520740509,0.001
1.6172751188278198,0.35608553886413574,2.568950653076172,0.17105263471603394,0.001
1.4776047468185425,0.42228618264198303,2.593360185623169,0.18914473056793213,0.001
1.3527227640151978,0.4946545958518982,2.5973269939422607,0.17598684132099152,0.001
1.2581642866134644,0.5324835777282715,2.497204303741455,0.2121710479259491,0.001
1.195583701133728,0.5485197305679321,2.2242844104766846,0.25328946113586426,0.001
1.0522602796554565,0.6073190569877625,1.9734359979629517,0.28289473056793213,0.0005
1.0110286474227905,0.6307565569877625,1.5844299793243408,0.36019736528396606,0.0005
0.9703646302223206,0.6385690569877625,1.5407873392105103,0.3930920958518982,0.0005
0.9369933605194092,0.6570723652839661,1.1812881231307983,0.5230262875556946,0.0005
0.9141335487365723,0.6628289222717285,1.2408151626586914,0.5246710777282715,0.0005
0.8687694668769836,0.671875,1.0159896612167358,0.6332237124443054,0.0005
0.8511970043182373,0.6817434430122375,1.083067774772644,0.5838815569877625,0.0005
0.8077825307846069,0.7027137875556946,1.0191996097564697,0.5789473652839661,0.0005
0.8116557598114014,0.7018914222717285,0.8465151786804199,0.6726973652839661,0.0005
0.749417781829834,0.7191612124443054,0.8840137124061584,0.6578947305679321,0.0005
0.7369732856750488,0.7306743264198303,0.8927050232887268,0.6266447305679321,0.0005
0.7048208117485046,0.7401315569877625,0.8291106224060059,0.6792762875556946,0.0005
0.7054259181022644,0.7471216917037964,1.0025405883789062,0.6184210777282715,0.0005
0.6468556523323059,0.7668585777282715,0.9118673205375671,0.6694079041481018,0.0005
0.6345276236534119,0.7701480388641357,0.7064059376716614,0.7467105388641357,0.0005
0.6054115891456604,0.7730262875556946,0.8822705149650574,0.6825658082962036,0.0005
0.6046088337898254,0.7800164222717285,0.7355539798736572,0.7154605388641357,0.0005
0.5641213655471802,0.8059210777282715,0.6275696754455566,0.7845394611358643,0.0005
0.5360737442970276,0.8071545958518982,0.638308048248291,0.7615131735801697,0.0005
0.5360353589057922,0.8022204041481018,0.7658135890960693,0.71875,0.0005
0.49559521675109863,0.8252466917037964,0.5825666785240173,0.7763158082962036,0.0005
0.49424493312835693,0.8157894611358643,0.5457435846328735,0.8009868264198303,0.0005
0.4733421504497528,0.8375822305679321,0.7040144801139832,0.7253289222717285,0.0005
0.46997031569480896,0.8347039222717285,0.5611240863800049,0.7944079041481018,0.0005
0.4334872364997864,0.8453947305679321,0.5293354988098145,0.8125,0.0005
0.4268884062767029,0.8515625,0.8068984150886536,0.7121710777282715,0.0005
0.458503782749176,0.8351151347160339,0.6527278423309326,0.7894737124443054,0.0005
0.42121315002441406,0.8412829041481018,0.5454545021057129,0.8240131735801697,0.0005
0.3982277512550354,0.8606085777282715,0.6852134466171265,0.7565789222717285,0.0005
0.4045729339122772,0.8622533082962036,0.45513036847114563,0.8519737124443054,0.0005
0.37598732113838196,0.8700658082962036,0.46668073534965515,0.8371710777282715,0.0005
0.3722403049468994,0.8745887875556946,0.4160518944263458,0.8569079041481018,0.0005
0.3372558653354645,0.8840460777282715,0.40018028020858765,0.8569079041481018,0.0005
0.3647088408470154,0.8655427694320679,0.4461987614631653,0.8470394611358643,0.0005
0.3580523431301117,0.8733552694320679,0.5216419100761414,0.8108552694320679,0.0005
0.3383866250514984,0.8799341917037964,0.36499837040901184,0.8700658082962036,0.0005
0.3241901993751526,0.8824012875556946,0.37272918224334717,0.8651315569877625,0.0005
0.313497930765152,0.8836348652839661,0.38627132773399353,0.8815789222717285,0.0005
0.31053709983825684,0.8836348652839661,0.3904297947883606,0.8684210777282715,0.0005
0.3087174892425537,0.8856908082962036,0.40250861644744873,0.8536184430122375,0.0005
0.32053864002227783,0.8815789222717285,0.4415826201438904,0.8371710777282715,0.0005
0.26772281527519226,0.9013158082962036,0.2833099961280823,0.8947368264198303,0.00025
0.24740993976593018,0.9058387875556946,0.2882845103740692,0.9029605388641357,0.00025
0.2504587173461914,0.9152960777282715,0.3316672146320343,0.8898026347160339,0.00025
0.2317459136247635,0.9161184430122375,0.2989439368247986,0.9111841917037964,0.00025
0.22547578811645508,0.9202302694320679,0.31898409128189087,0.8947368264198303,0.00025
0.22668775916099548,0.9226973652839661,0.2935057580471039,0.90625,0.00025
0.2111569195985794,0.9300987124443054,0.3050942122936249,0.9111841917037964,0.000125
0.22123317420482635,0.9214637875556946,0.27550753951072693,0.9095394611358643,0.000125
0.2183077186346054,0.9202302694320679,0.2784433364868164,0.9111841917037964,0.000125
0.20406612753868103,0.9329769611358643,0.2919991612434387,0.9078947305679321,0.000125
0.20917747914791107,0.9251644611358643,0.27608802914619446,0.9128289222717285,0.000125
0.20215824246406555,0.9268091917037964,0.3040705919265747,0.9029605388641357,0.000125
0.20618361234664917,0.9272204041481018,0.26733455061912537,0.9111841917037964,0.000125
